dist,acc,ScaleFO,ScaleRes,bin_lo,bin_hi,density,uncertainty
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,1.83,1.84,13.182569999999998,0.9754561536780672
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,1.84,1.85,13.984109999999998,0.9084309645437507
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,1.85,1.86,13.83229,0.836600054004755
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,1.86,1.87,11.777859999999999,0.824428615366036
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,1.87,1.88,12.040259999999995,0.8180064178996522
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,1.88,1.89,15.401440000000001,2.5157715236902973
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,1.89,1.9,9.398527999999999,2.516414550985986
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,1.9,1.91,12.0162,0.8509820836590153
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,1.91,1.92,11.910969999999999,0.9541895401791246
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,1.92,1.93,10.84247,0.9128620423924084
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,1.93,1.94,9.847003000000003,0.9889934231580558
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,1.94,1.95,11.643089999999999,0.9727103041210416
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,1.95,1.96,11.15449,0.7612144237085892
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,1.96,1.97,10.283399999999999,0.7953753484098494
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,1.97,1.98,10.350490000000002,0.7658241325664068
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,1.98,1.99,8.55824,0.6826998926036237
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,1.99,2.0,10.423569999999998,0.7043003244593953
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.0,2.01,8.967807000000006,0.6873840794942978
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.01,2.02,9.562056999999994,0.6866162172474783
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.02,2.03,8.330751,0.6444448125588507
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.03,2.04,9.298536999999994,0.6953195879313537
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.04,2.05,8.495018000000007,0.6531035959243071
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.05,2.06,8.875076999999994,0.675472753134978
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.06,2.07,8.837780000000008,0.6409180278403006
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.07,2.08,7.141701000000004,0.6183290997519686
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.08,2.09,7.421635999999992,0.6020485004731838
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.09,2.1,7.091197000000007,0.5771706257271245
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.1,2.11,8.136300000000006,0.5724102235350526
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.11,2.12,7.137495000000009,0.5939058137187083
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.12,2.13,6.520690000000005,0.6989563963648222
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.13,2.14,8.213736999999995,0.6693629099432397
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.14,2.15,6.558014,0.5868782570967318
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.15,2.16,7.861643999999988,0.6167516976201054
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.16,2.17,6.291882000000005,0.5944166917848934
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.17,2.18,6.1953750000000065,0.5185280469537136
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.18,2.19,6.392895000000002,0.5165898480893778
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.19,2.2,5.2048620000000145,0.5134418192003388
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.2,2.21,6.3278260000000035,0.4920284855102253
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.21,2.22,6.445544999999995,0.5209450296238974
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.22,2.23,6.080102000000001,0.5070275697058749
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.23,2.24,6.203205999999995,0.47976400258427404
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.24,2.25,4.716768999999994,0.5952927568071571
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.25,2.26,6.442090000000008,0.582279571381536
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.26,2.27,5.84907199999999,0.4484763275916401
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.27,2.28,5.152863999999998,0.6453631413347876
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.28,2.29,5.573350999999992,0.6363751973108983
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.29,2.3,5.379683999999997,0.4172584240957328
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.3,2.31,4.231394000000012,0.42521001613170567
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.31,2.32,5.146152000000004,0.42741425503126895
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.32,2.33,4.4122000000000074,0.4049450963181625
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.33,2.34,5.560999000000004,0.41682454536795677
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.34,2.35,3.8690350000000002,0.4616561323878803
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.35,2.36,4.882633999999999,0.4398013196810731
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.36,2.37,4.602780999999999,0.3785965831939002
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.37,2.38,4.582438999999997,0.4282406120874378
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.38,2.39,4.792827999999994,0.4757122927651925
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.39,2.4,3.4660470000000037,0.4590297665946438
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.4,2.41,4.067822000000007,0.39564116903644747
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.41,2.42,4.348161000000005,0.37548170239107964
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.42,2.43,5.22644599999999,0.7381015313962751
rTDist,N4LLp+N3LO,CV->FO,0p5C0_np->Res,2.43,2.44,3.0241499999999992,0.7620242744046694
